"","building_id","geo_level_1_id","geo_level_2_id","geo_level_3_id","count_floors_pre_eq","age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","ground_floor_type","other_floor_type","position","plan_configuration","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","legal_ownership_status","count_families","has_secondary_use","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use_institution","has_secondary_use_school","has_secondary_use_industry","has_secondary_use_health_post","has_secondary_use_gov_office","has_secondary_use_use_police","has_secondary_use_other","damage_grade"
"17186",68529,13,569,3328,1,0,7,3,"t","u","q","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17190",68556,3,720,4522,2,25,17,9,"t","r","n","f","q","s","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17198",68586,22,418,9970,1,10,2,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17203",68611,22,378,10061,2,5,11,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17205",68616,20,158,4322,1,0,2,3,"t","r","q","f","j","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17209",68634,21,611,2447,3,0,11,6,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17214",68657,26,39,633,3,20,14,10,"t","i","x","x","s","t","d",0,0,0,0,0,0,0,0,1,0,0,"v",2,1,0,1,0,0,0,0,0,0,0,0,1
"17216",68674,7,1328,11760,2,30,11,5,"n","r","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"17237",68780,16,1300,11859,2,0,7,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"17246",68806,7,838,4298,3,15,12,7,"n","r","n","v","x","j","d",0,1,0,0,0,0,0,0,0,0,0,"w",1,0,0,0,0,0,0,0,0,0,0,0,3
"17250",68818,20,1112,890,1,10,2,4,"t","r","q","f","j","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17263",68883,21,123,1794,3,15,7,8,"n","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17271",68907,21,1195,8263,3,15,4,4,"t","r","n","f","q","t","q",1,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17275",68924,5,1318,7913,1,0,14,3,"t","i","x","v","j","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"17285",68957,20,158,2452,1,0,8,3,"t","w","q","f","j","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"17286",68963,3,1387,2486,4,100,6,9,"t","r","n","f","x","j","d",0,1,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17290",68973,27,181,4369,3,80,6,8,"t","r","n","f","q","t","d",0,0,0,0,1,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"17294",68982,6,487,7439,2,20,12,5,"t","r","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"17304",69014,3,1229,1782,2,15,2,5,"n","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"w",1,0,0,0,0,0,0,0,0,0,0,0,3
"17322",69076,6,1291,9898,2,15,9,6,"t","w","n","f","q","s","u",0,1,0,0,0,0,1,0,0,0,0,"v",2,1,1,0,0,0,0,0,0,0,0,0,2
"17324",69084,11,660,4377,2,60,4,5,"t","r","n","f","q","j","d",0,0,0,0,1,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17327",69093,10,1382,11935,1,5,15,3,"n","i","x","v","j","t","d",0,0,0,0,0,0,0,0,0,1,0,"v",1,1,0,0,0,1,0,0,0,0,0,0,2
"17330",69109,10,1407,11494,2,50,12,5,"n","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17339",69147,10,151,7723,2,10,21,7,"t","i","x","x","s","j","d",0,0,0,1,0,1,0,0,1,0,0,"v",1,1,0,0,1,0,0,0,0,0,0,0,1
"17346",69187,7,895,2587,3,35,5,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,1,1,0,0,0,0,0,0,0,0,0,2
"17369",69266,10,996,11501,2,45,4,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17380",69300,4,891,11143,3,25,6,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17382",69308,20,832,12208,2,0,6,4,"n","w","n","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17412",69433,8,1415,4231,1,5,5,5,"t","r","n","f","j","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17417",69455,6,187,9695,2,5,6,4,"t","w","n","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17432",69488,7,675,4736,2,10,7,4,"t","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,3
"17436",69501,4,689,1787,2,10,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17443",69518,17,1183,1113,3,10,11,7,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"17482",69681,10,405,3753,3,45,4,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"17487",69702,24,1167,10494,3,10,4,9,"t","r","n","x","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17532",69908,25,971,3917,2,10,3,5,"o","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17541",69949,10,803,8153,2,15,6,7,"t","r","n","x","x","s","d",0,1,0,0,0,0,1,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17544",69962,1,277,10802,2,0,8,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17547",69967,8,217,7262,2,5,8,5,"t","r","n","x","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17550",69986,6,398,7047,2,5,5,7,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17573",70059,20,158,8126,2,15,8,5,"t","w","q","f","q","t","d",0,1,0,0,0,0,1,1,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"17579",70070,22,816,4740,2,20,8,6,"o","r","n","f","x","s","d",0,1,0,0,0,0,1,1,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17605",70172,18,1139,5230,2,15,10,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17610",70191,26,264,6666,2,0,10,5,"t","w","q","f","x","j","u",0,0,0,0,0,0,1,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"17634",70284,27,1394,7368,4,15,7,9,"t","r","n","f","q","t","d",1,0,0,0,1,0,0,0,0,0,0,"v",3,0,0,0,0,0,0,0,0,0,0,0,2
"17639",70323,30,73,9119,2,35,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"17642",70337,18,29,1634,1,0,10,3,"t","i","x","v","j","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17643",70338,18,1317,4359,2,5,6,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17647",70351,10,661,8729,2,10,3,4,"t","r","n","f","q","s","d",0,0,0,0,1,0,0,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17649",70354,7,1166,8314,2,10,6,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17651",70364,10,1140,2642,2,25,6,4,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17664",70439,9,670,2699,1,10,9,3,"t","u","n","v","j","t","d",0,0,0,0,0,1,0,0,0,0,0,"a",1,1,0,1,0,0,0,0,0,0,0,0,2
"17665",70440,4,1282,7266,3,10,8,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"17666",70442,10,1174,9536,2,25,5,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17674",70463,27,1106,6874,3,15,23,11,"t","i","x","v","s","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"17703",70609,13,606,1445,2,25,7,5,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17708",70632,10,90,568,2,25,10,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17709",70634,17,233,525,3,65,3,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17714",70660,7,904,11866,2,0,6,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17727",70708,17,21,3978,2,10,6,4,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17728",70709,13,778,4008,2,10,8,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17747",70809,20,672,2726,2,30,5,6,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17754",70852,25,211,3910,2,20,9,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"17767",70894,7,1273,3960,2,10,4,6,"t","r","n","f","q","s","d",0,1,0,0,0,1,0,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"17773",70915,21,46,4508,3,40,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17776",70930,6,673,3679,3,35,9,10,"t","r","n","f","q","s","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17800",71013,26,39,633,3,10,17,10,"t","u","x","x","s","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17804",71035,15,1162,8734,3,30,8,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17805",71038,7,258,5726,2,15,10,4,"t","r","q","f","x","s","d",0,0,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17819",71110,17,680,3587,2,15,10,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17834",71183,23,340,3466,3,15,7,7,"t","r","n","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17836",71187,6,187,7121,2,20,6,6,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17839",71194,5,1318,2739,3,25,12,6,"o","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17842",71203,11,1104,1230,1,15,8,3,"n","r","n","f","j","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17844",71206,13,606,10281,2,40,6,4,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17845",71212,5,467,1888,2,10,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17855",71268,15,578,6473,3,10,8,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17862",71292,17,306,11490,2,50,13,4,"t","r","n","x","x","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"17866",71305,27,548,4339,2,20,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17877",71342,13,531,8466,2,25,8,6,"t","r","n","x","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17885",71390,18,677,245,2,5,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"17889",71397,20,158,4613,2,20,12,7,"t","w","q","f","q","s","u",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17896",71422,26,74,3625,2,15,3,6,"o","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17920",71512,13,777,4461,1,60,3,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"17960",71640,17,1045,9899,4,15,15,12,"n","i","x","v","s","j","d",0,0,0,1,0,1,0,0,0,1,0,"v",0,1,0,1,0,0,0,0,0,0,0,0,1
"17967",71667,15,1087,7359,2,10,5,4,"o","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"17989",71770,13,526,3892,2,80,5,4,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18003",71817,10,417,634,2,30,6,6,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18011",71857,11,147,745,3,75,4,6,"t","r","q","f","q","o","d",1,0,0,0,1,0,0,0,0,0,0,"r",1,0,0,0,0,0,0,0,0,0,0,0,2
"18012",71860,21,111,11714,2,20,6,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18020",71878,17,1198,10937,2,0,11,6,"t","i","x","v","s","s","d",0,0,0,1,0,1,0,0,1,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"18026",71900,18,813,9614,2,15,8,7,"t","r","n","f","x","s","d",0,0,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18030",71907,25,211,9752,2,25,11,5,"t","w","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18035",71921,13,783,7583,2,15,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18048",71961,12,1148,4665,2,40,4,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18054",71978,10,735,10221,3,10,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18059",72005,6,981,1319,2,50,6,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18064",72027,20,254,380,2,25,4,5,"t","w","q","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18084",72109,26,264,10882,2,10,10,5,"t","r","q","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18103",72194,17,490,9391,2,5,4,4,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"r",1,0,0,0,0,0,0,0,0,0,0,0,3
"18107",72208,8,1414,4240,3,30,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18129",72283,6,852,10734,3,25,12,10,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18133",72305,3,1387,8023,4,25,4,8,"t","r","n","f","q","j","d",0,0,0,0,1,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"18134",72308,27,181,2607,6,15,2,16,"t","i","x","v","s","o","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18135",72318,27,181,1654,3,10,17,10,"n","u","x","v","s","t","a",0,0,0,0,0,1,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"18138",72327,26,991,3697,2,20,8,4,"t","w","q","f","q","s","d",0,0,0,0,0,0,1,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"18141",72342,6,275,7275,1,15,6,3,"t","r","n","f","j","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18150",72370,17,233,10379,3,20,5,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18164",72404,10,87,7511,2,45,2,4,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18167",72413,26,358,1406,3,0,12,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"18178",72456,4,598,8152,2,15,9,6,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18180",72461,22,880,2277,2,10,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"18209",72591,27,390,9360,3,995,8,9,"t","r","n","x","q","t","d",1,1,0,0,1,0,0,0,0,0,0,"w",0,0,0,0,0,0,0,0,0,0,0,0,2
"18211",72598,8,558,1751,2,15,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18214",72604,8,828,6426,3,15,7,6,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"18215",72606,13,634,11698,2,5,8,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18219",72624,10,712,6458,2,0,9,5,"t","r","q","x","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18233",72683,20,158,2295,2,15,66,8,"t","r","q","f","x","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18246",72748,20,1138,5943,2,10,13,8,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18261",72814,18,751,5450,2,10,9,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18263",72821,17,247,2918,3,5,7,8,"t","i","x","v","s","t","d",0,0,0,0,0,1,0,0,1,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"18286",72941,26,39,11440,1,5,6,2,"t","r","n","x","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18295",72976,4,388,2032,2,30,6,5,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18313",73034,8,640,7843,3,10,10,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,1,0,0,0,0,0,0,0,0,1,0,2
"18314",73035,10,87,10522,1,50,5,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18320",73052,8,767,4884,2,0,5,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18347",73170,9,1247,1928,1,35,9,3,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18374",73260,20,1021,9646,2,10,6,7,"t","w","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18383",73301,6,8,1717,3,45,5,7,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18408",73416,3,574,3150,3,40,8,7,"t","r","n","f","q","s","d",1,0,0,0,1,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"18414",73428,22,171,10384,1,15,12,3,"t","r","n","x","j","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18422",73452,1,14,583,2,30,8,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"18424",73455,10,1074,7272,2,25,8,5,"t","r","n","x","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18433",73492,21,363,12277,2,10,9,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18440",73511,11,883,2822,3,80,6,8,"t","r","n","f","q","o","d",0,0,0,0,1,1,1,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"18441",73519,26,1001,171,1,10,9,3,"n","u","n","m","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"18449",73539,22,816,7405,2,15,11,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"18456",73561,8,558,3025,1,5,6,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"18458",73568,17,1047,4677,2,35,12,6,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"18464",73592,6,457,7856,2,5,8,8,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18500",73762,4,734,6983,3,90,7,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18506",73792,16,1014,2073,2,15,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"18514",73817,26,432,10811,1,0,3,2,"o","w","n","f","j","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"18521",73835,16,352,10849,2,20,4,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18529",73869,8,433,3638,1,25,3,3,"t","r","n","f","j","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18533",73877,17,1094,1439,2,25,7,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18535",73892,7,84,4695,2,20,7,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18536",73907,26,432,6794,1,15,7,5,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18542",73939,4,219,4306,2,10,12,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"18556",73981,20,922,11608,2,5,8,5,"t","r","q","f","x","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18561",74006,4,388,2826,2,30,7,5,"t","r","q","x","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"18567",74043,26,302,4153,1,5,9,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"18578",74098,7,1421,9225,2,0,6,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"18587",74129,13,829,4933,2,25,7,6,"t","r","q","f","q","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
